subid	trial	img	categ	cond	rep	answer	trialdur	acc	rt	resp	group	block	ITI
25	6	forests21.jpg	forests	X	0	no	0.999921	1	0.689703702926636	j	0	1	3.5
25	7	lakes16.jpg	lakes	B	0	yes	0.999968	1	0.679778814315796	k	0	1	2
25	8	marshes37.jpg	marshes	B	1	no	0.999938	1	0.580844163894653	j	0	1	2
25	9	lighthouses15.jpg	lighthouses	X	1	yes	0.99996	1	0.554900169372559	k	0	1	3.5
25	10	deserts23.jpg	deserts	X	1	no	0.999885	1	0.672997713088989	j	0	1	2
25	11	canyons14.jpg	canyons	X	0	no	0.999923	1	0.634048938751221	j	0	1	2
25	12	parks19.jpg	parks	A	1	yes	0.999942	1	0.668081045150757	k	0	1	3.5
25	13	deserts18.jpg	deserts	X	2	no	0.999937	1	0.639173746109009	j	0	1	2
25	14	beaches14.jpg	beaches	A	1	yes	0.999916	1	0.686214923858643	k	0	1	3.5
25	15	forests32.jpg	forests	X	1	no	0.999933	1	0.640296936035156	j	0	1	2
25	16	waterfalls7.jpg	waterfalls	X	1	no	0.999941	1	0.626321792602539	j	0	1	2
25	17	fields27.jpg	fields	B	0	yes	0.99994	1	0.630397081375122	k	0	1	3.5
25	18	mountains36.jpg	mountains	X	0	no	0.999931	1	0.664432764053345	j	0	1	3.5
25	19	lighthouses55.jpg	lighthouses	X	2	yes	0.999901	1	0.693517923355103	k	0	1	3.5
25	20	deserts51.jpg	deserts	X	3	no	0.999937	1	0.595577239990234	j	0	1	5
25	21	canyons56.jpg	canyons	X	1	no	0.999916	1	0.66463303565979	j	0	1	3.5
25	22	lighthouses33.jpg	lighthouses	X	3	yes	0.99992	1	0.552717685699463	k	0	1	3.5
25	23	bridges26.jpg	bridges	A	0	yes	0.999946	1	0.701033115386963	k	0	1	3.5
25	24	lakes23.jpg	lakes	B	1	yes	0.999979	1	0.695910692214966	k	0	1	3.5
25	25	fields32.jpg	fields	B	1	yes	0.999935	1	0.665013790130615	k	0	1	5
25	26	mountains51.jpg	mountains	X	1	no	0.999939	1	0.629140138626099	j	0	1	5
25	27	waterfalls17.jpg	waterfalls	X	2	no	0.999931	1	0.592240810394287	j	0	1	3.5
25	28	forests28.jpg	forests	X	2	no	0.999969	1	0.735244750976562	j	0	1	3.5
25	29	parks11.jpg	parks	A	2	yes	0.999944	1	0.804402828216553	k	0	1	3.5
25	30	lighthouses35.jpg	lighthouses	X	4	yes	0.999904	1	0.542455673217773	k	0	1	2
25	31	marshes21.jpg	marshes	B	2	no	0.999904	1	0.648513793945312	j	0	1	3.5
25	32	beaches51.jpg	beaches	A	2	yes	0.999944	1	0.610615730285645	k	0	1	2
25	33	parks46.jpg	parks	A	3	yes	0.999935	1	0.613634824752808	k	0	1	5
25	34	lakes40.jpg	lakes	B	2	yes	0.999932	1	0.59372615814209	k	0	1	5
25	35	fields54.jpg	fields	B	2	yes	0.999956	1	0.55884313583374	k	0	1	5
25	36	canyons4.jpg	canyons	X	2	no	0.999923	1	0.674942970275879	j	0	1	2
25	37	fields24.jpg	fields	B	3	yes	0.999904	1	0.619970560073853	k	0	1	2
25	38	marshes8.jpg	marshes	B	3	no	0.999942	1	0.524034023284912	j	0	1	5
25	39	parks27.jpg	parks	A	4	yes	0.999895	1	0.62713885307312	k	0	1	5
25	40	bridges46.jpg	bridges	A	1	yes	0.999965	1	0.557212114334106	k	0	1	2
25	41	lakes55.jpg	lakes	B	3	yes	0.999915	1	0.812290906906128	k	0	1	3.5
25	42	mountains54.jpg	mountains	X	2	no	0.999957	1	0.739361047744751	j	0	1	2
25	43	marshes42.jpg	marshes	B	4	no	0.999962	1	0.856412172317505	j	0	1	5
25	44	bridges1.jpg	bridges	A	2	yes	0.999921	1	0.871522665023804	k	0	1	2
25	45	fields11.jpg	fields	B	4	yes	0.999913	1	0.688548803329468	k	0	1	2
25	46	lakes51.jpg	lakes	B	4	yes	0.999695	1	0.860610246658325	k	0	1	3.5
25	47	waterfalls36.jpg	waterfalls	X	3	no	0.999723	1	0.64864182472229	j	0	1	3.5
25	48	canyons31.jpg	canyons	X	3	no	1.000201	1	1.04167103767395	j	0	1	2
25	49	marshes52.jpg	marshes	B	5	no	0.999825	0	0.866735696792603	k	0	1	3.5
25	50	mountains4.jpg	mountains	X	3	no	0.999871	1	0.60484790802002	j	0	1	2
25	51	waterfalls31.jpg	waterfalls	X	4	no	1.000018	1	0.493896484375	j	0	1	2
25	52	deserts47.jpg	deserts	X	4	no	1.000016	1	0.666979551315308	j	0	1	2
25	53	beaches13.jpg	beaches	A	3	yes	1.000006	1	0.662999391555786	k	0	1	5
25	54	fields3.jpg	fields	B	5	yes	0.999967	1	0.622113466262817	k	0	1	2
25	55	mountains32.jpg	mountains	X	4	no	0.99999	1	0.611210346221924	j	0	1	2
25	56	waterfalls28.jpg	waterfalls	X	5	no	0.99999	1	0.623231649398804	j	0	1	2
25	57	forests10.jpg	forests	X	3	no	0.999928	1	0.888273477554321	j	0	1	2
25	58	parks51.jpg	parks	A	5	yes	1.000001	1	0.755303859710693	k	0	1	5
25	59	forests43.jpg	forests	X	4	no	1.000012	1	0.673449516296387	j	0	1	5
25	60	canyons11.jpg	canyons	X	4	no	1.000001	1	0.605549573898315	j	0	1	2
25	61	lakes42.jpg	lakes	B	5	yes	1.000005	1	0.575595617294312	k	0	1	5
25	62	bridges50.jpg	bridges	A	3	yes	1.000024	1	0.64770245552063	k	0	1	3.5
25	63	fields2.jpg	fields	B	6	yes	1.000025	1	0.572725772857666	k	0	1	3.5
25	64	lakes38.jpg	lakes	B	6	yes	0.999999	1	0.628852605819702	k	0	1	5
25	65	beaches5.jpg	beaches	A	4	yes	1.000039	1	0.59494686126709	k	0	1	3.5
25	66	forests7.jpg	forests	X	5	no	0.999961	1	0.593009471893311	j	0	1	2
25	67	parks37.jpg	parks	A	6	yes	1.000027	1	0.608075618743896	k	0	1	3.5
25	68	canyons52.jpg	canyons	X	5	no	1.00001	1	0.523125410079956	j	0	1	2
25	69	mountains6.jpg	mountains	X	5	no	1.000017	1	0.664176464080811	j	0	1	3.5
25	70	beaches23.jpg	beaches	A	5	yes	1.000032	1	0.612180709838867	k	0	1	3.5
25	71	bridges17.jpg	bridges	A	4	yes	1.00004	1	0.58731484413147	k	0	1	5
25	72	forests13.jpg	forests	X	6	no	1.000045	1	0.687445878982544	j	0	1	3.5
25	73	mountains1.jpg	mountains	X	6	no	1.000026	1	0.679511785507202	j	0	1	3.5
25	74	canyons12.jpg	canyons	X	6	no	1.000022	1	0.664709806442261	j	0	1	5
25	75	lighthouses25.jpg	lighthouses	X	5	yes	0.999974	1	0.484689950942993	k	0	1	5
25	76	deserts9.jpg	deserts	X	5	no	0.999932	1	0.923779010772705	j	0	1	2
25	77	waterfalls47.jpg	waterfalls	X	6	no	0.999948	1	0.53884482383728	j	0	1	3.5
25	78	lighthouses43.jpg	lighthouses	X	6	yes	1.000019	1	0.646921634674072	k	0	1	2
25	79	deserts11.jpg	deserts	X	6	no	1.000038	1	0.518975734710693	j	0	1	3.5
25	80	bridges34.jpg	bridges	A	5	yes	0.999956	1	0.714014291763306	k	0	1	2
25	81	marshes56.jpg	marshes	B	6	no	0.999963	1	0.485105037689209	j	0	1	2
25	82	bridges21.jpg	bridges	A	6	yes	0.999941	1	0.615165710449219	k	0	1	5
25	83	beaches16.jpg	beaches	A	6	yes	1.000036	1	0.582226753234863	k	0	1	2
25	0	forests36.jpg	forests	X	7	no	0.999697	1	0.43966817855835	j	0	2	5
25	1	bridges18.jpg	bridges	A	7	yes	0.999926	1	0.705985546112061	k	0	2	2
25	2	fields4.jpg	fields	B	7	yes	1.026031	1	0.537477970123291	k	0	2	2
25	3	deserts10.jpg	deserts	X	7	no	1.000081	1	0.512872695922852	j	0	2	5
25	4	lighthouses53.jpg	lighthouses	X	7	yes	1.000034	1	0.546961069107056	k	0	2	2
25	5	bridges7.jpg	bridges	A	8	yes	1.042731	1	0.605352401733398	k	0	2	5
25	6	fields10.jpg	fields	B	8	yes	1.042798	1	0.503421783447266	k	0	2	5
25	7	parks55.jpg	parks	A	7	yes	1.02629	1	0.539865016937256	k	0	2	2
25	8	lakes6.jpg	lakes	B	7	yes	0.99043	1	0.460242033004761	k	0	2	3.5
25	9	waterfalls2.jpg	waterfalls	X	7	no	1.00004	1	0.697681427001953	j	0	2	3.5
25	10	bridges42.jpg	bridges	A	9	yes	1.043219	1	0.505753755569458	k	0	2	2
25	11	fields8.jpg	fields	B	9	yes	0.999894	1	0.621461868286133	k	0	2	3.5
25	12	forests20.jpg	forests	X	8	no	1.000022	1	0.582884788513184	j	0	2	3.5
25	13	canyons48.jpg	canyons	X	7	no	1.043179	1	0.54692816734314	j	0	2	3.5
25	14	deserts56.jpg	deserts	X	8	no	1.000022	1	0.47105073928833	j	0	2	2
25	15	parks44.jpg	parks	A	8	yes	1.000037	1	0.584065675735474	k	0	2	3.5
25	16	lakes19.jpg	lakes	B	8	yes	1.043249	1	0.682156562805176	k	0	2	3.5
25	17	bridges23.jpg	bridges	A	10	yes	1.000034	1	0.573256731033325	k	0	2	5
25	18	fields6.jpg	fields	B	10	yes	1.000004	1	0.591302633285522	k	0	2	5
25	19	lighthouses46.jpg	lighthouses	X	8	yes	1.00004	1	0.469419956207275	k	0	2	3.5
25	20	waterfalls25.jpg	waterfalls	X	8	no	0.999832	1	0.542162656784058	j	0	2	3.5
25	21	beaches36.jpg	beaches	A	7	yes	1.000027	1	0.571809768676758	k	0	2	5
25	22	marshes31.jpg	marshes	B	7	no	1.000018	1	0.721676588058472	j	0	2	2
25	23	parks26.jpg	parks	A	9	yes	1.000021	1	0.619678735733032	k	0	2	3.5
25	24	lakes52.jpg	lakes	B	9	yes	0.99984	1	0.504376411437988	k	0	2	2
25	25	canyons8.jpg	canyons	X	8	no	1.043837	1	0.553771734237671	j	0	2	2
25	26	waterfalls39.jpg	waterfalls	X	9	no	0.999903	1	0.498564958572388	j	0	2	3.5
25	27	mountains22.jpg	mountains	X	7	no	1.000013	1	0.666948556900024	j	0	2	3.5
25	28	forests22.jpg	forests	X	9	no	1.043792	1	0.569027662277222	j	0	2	5
25	29	parks5.jpg	parks	A	10	yes	1.027081	1	0.543482542037964	k	0	2	2
25	30	lakes26.jpg	lakes	B	10	yes	0.99999	1	0.605889320373535	k	0	2	3.5
25	31	beaches52.jpg	beaches	A	8	yes	1.000034	1	0.548316478729248	k	0	2	2
25	32	marshes23.jpg	marshes	B	8	no	1.000026	1	0.683325529098511	j	0	2	5
25	33	lighthouses20.jpg	lighthouses	X	9	yes	1.000013	1	0.515449523925781	k	0	2	5
25	34	canyons47.jpg	canyons	X	9	no	1.000025	1	0.630494832992554	j	0	2	2
25	35	mountains10.jpg	mountains	X	8	no	1.000019	1	0.583612442016602	j	0	2	3.5
25	36	deserts1.jpg	deserts	X	9	no	1.044135	1	0.512662410736084	j	0	2	2
25	37	bridges31.jpg	bridges	A	11	yes	0.999934	1	0.581387519836426	k	0	2	3.5
25	38	fields45.jpg	fields	B	11	yes	1.000015	1	0.620754480361938	k	0	2	2
25	39	beaches3.jpg	beaches	A	9	yes	1	0	0.770852565765381	j	0	2	3.5
25	40	marshes10.jpg	marshes	B	9	no	1.044196	1	0.596879482269287	j	0	2	2
25	41	lighthouses11.jpg	lighthouses	X	10	yes	1.044231	1	0.598968744277954	k	0	2	2
25	42	canyons3.jpg	canyons	X	10	no	0.999991	1	0.627667665481567	j	0	2	2
25	43	mountains27.jpg	mountains	X	9	no	1.000031	1	0.516073703765869	j	0	2	3.5
25	44	waterfalls18.jpg	waterfalls	X	10	no	1.000021	1	0.668124437332153	j	0	2	5
25	45	bridges11.jpg	bridges	A	12	yes	1.000031	1	0.657217741012573	k	0	2	3.5
25	46	fields39.jpg	fields	B	12	yes	1.000049	1	0.483959436416626	k	0	2	2
25	47	forests4.jpg	forests	X	10	no	1.044663	1	0.511363744735718	j	0	2	3.5
25	48	deserts19.jpg	deserts	X	10	no	1.000039	1	0.504438877105713	j	0	2	3.5
25	49	lighthouses45.jpg	lighthouses	X	11	yes	1.000007	1	0.530509471893311	k	0	2	2
25	50	mountains52.jpg	mountains	X	10	no	1.044666	1	0.514535665512085	j	0	2	3.5
25	51	forests24.jpg	forests	X	11	no	1	1	0.633619546890259	j	0	2	3.5
25	52	lighthouses3.jpg	lighthouses	X	12	yes	1.000179	1	0.570706605911255	k	0	2	2
25	53	mountains3.jpg	mountains	X	11	no	1.044744	1	0.568760395050049	j	0	2	3.5
25	54	beaches2.jpg	beaches	A	10	yes	1.000027	1	0.515827655792236	k	0	2	3.5
25	55	marshes11.jpg	marshes	B	10	no	0.999898	1	0.552874565124512	j	0	2	2
25	56	waterfalls1.jpg	waterfalls	X	11	no	1.028126	1	0.617340087890625	j	0	2	3.5
25	57	forests44.jpg	forests	X	12	no	1.000011	1	0.564964532852173	j	0	2	2
25	58	lighthouses19.jpg	lighthouses	X	13	yes	1.000023	1	0.63008451461792	k	0	2	3.5
25	59	beaches4.jpg	beaches	A	11	yes	1.045102	1	0.511114597320557	k	0	2	3.5
25	60	marshes51.jpg	marshes	B	11	no	1.000025	1	0.727164506912231	j	0	2	3.5
25	61	forests34.jpg	forests	X	13	no	1.000146	1	0.599996328353882	j	0	2	5
25	62	deserts32.jpg	deserts	X	11	no	1.000001	1	0.893444538116455	j	0	2	2
25	63	canyons51.jpg	canyons	X	11	no	1.045089	1	0.479489803314209	j	0	2	2
25	64	waterfalls38.jpg	waterfalls	X	12	no	1.000024	1	0.556481599807739	j	0	2	5
25	65	parks7.jpg	parks	A	11	yes	0.999996	1	0.828586578369141	k	0	2	2
25	66	lakes17.jpg	lakes	B	11	yes	1.045227	1	0.582689523696899	k	0	2	3.5
25	67	canyons46.jpg	canyons	X	12	no	1.000023	1	0.716770887374878	j	0	2	5
25	68	beaches27.jpg	beaches	A	12	yes	1.000026	0	0.915840625762939	j	0	2	5
25	69	marshes45.jpg	marshes	B	12	no	1.000024	1	0.641952991485596	j	0	2	2
25	70	mountains13.jpg	mountains	X	12	no	1.000032	1	0.842981576919556	j	0	2	3.5
25	71	canyons27.jpg	canyons	X	13	no	1.00003	1	0.589077711105347	j	0	2	2
25	72	waterfalls21.jpg	waterfalls	X	13	no	0.999968	1	0.551465749740601	j	0	2	2
25	73	deserts44.jpg	deserts	X	12	no	1.000026	1	0.623134613037109	j	0	2	2
25	74	parks38.jpg	parks	A	12	yes	1.045629	1	0.671204566955566	k	0	2	2
25	75	lakes12.jpg	lakes	B	12	yes	1.045665	1	0.652265787124634	k	0	2	2
25	76	bridges52.jpg	bridges	A	13	yes	1.000029	1	0.575294971466064	k	0	2	5
25	77	fields40.jpg	fields	B	13	yes	1.00001	1	0.534435510635376	k	0	2	3.5
25	78	beaches11.jpg	beaches	A	13	yes	1.000018	1	0.576461553573608	k	0	2	5
25	79	marshes22.jpg	marshes	B	13	no	1.000016	1	0.558599472045898	j	0	2	2
25	80	parks45.jpg	parks	A	13	yes	1.000028	1	0.546647548675537	k	0	2	5
25	81	lakes43.jpg	lakes	B	13	yes	1.00002	1	0.708718538284302	k	0	2	2
25	82	deserts48.jpg	deserts	X	13	no	0.999902	1	0.575023889541626	j	0	2	3.5
25	83	mountains29.jpg	mountains	X	13	no	1.029162	1	0.656101703643799	j	0	2	3.5
25	0	canyons21.jpg	canyons	X	14	no	0.999909	1	0.660676956176758	j	0	3	2
25	1	deserts42.jpg	deserts	X	14	no	1.00002	1	0.633691549301147	j	0	3	5
25	2	waterfalls42.jpg	waterfalls	X	14	no	0.999933	1	0.55601167678833	j	0	3	3.5
25	3	parks14.jpg	parks	A	14	yes	1.000028	0	1.0790867805481	j	0	3	2
25	4	lakes14.jpg	lakes	B	14	yes	1.000046	1	0.748841762542725	k	0	3	3.5
25	5	deserts7.jpg	deserts	X	15	no	1.000043	1	0.637907743453979	j	0	3	2
25	6	forests6.jpg	forests	X	14	no	1.00004	1	0.59288477897644	j	0	3	5
25	7	bridges29.jpg	bridges	A	14	yes	1.000029	1	0.612040758132935	k	0	3	2
25	8	fields43.jpg	fields	B	14	yes	1.000048	1	0.709092855453491	k	0	3	2
25	9	deserts38.jpg	deserts	X	16	no	1.000021	1	0.650393486022949	j	0	3	2
25	10	mountains35.jpg	mountains	X	14	no	1.000036	1	0.591211795806885	j	0	3	5
25	11	canyons41.jpg	canyons	X	15	no	1.000043	1	0.576300859451294	j	0	3	2
25	12	mountains34.jpg	mountains	X	15	no	1.000033	1	0.53337287902832	j	0	3	3.5
25	13	deserts43.jpg	deserts	X	17	no	1.000024	1	0.502421855926514	j	0	3	2
25	14	forests56.jpg	forests	X	15	no	1.000031	1	0.695464849472046	j	0	3	5
25	15	canyons38.jpg	canyons	X	16	no	1.000011	1	0.665574550628662	j	0	3	3.5
25	16	parks4.jpg	parks	A	15	yes	1.000015	1	0.791625499725342	k	0	3	3.5
25	17	lakes22.jpg	lakes	B	15	yes	0.999922	1	0.61873984336853	k	0	3	2
25	18	lighthouses51.jpg	lighthouses	X	14	yes	1.000018	1	0.556766271591187	k	0	3	5
25	19	parks2.jpg	parks	A	16	yes	1.000044	1	0.861862659454346	k	0	3	5
25	20	lakes4.jpg	lakes	B	16	yes	1.000036	1	0.918984651565552	k	0	3	2
25	21	canyons37.jpg	canyons	X	17	no	1.000008	1	0.589018583297729	j	0	3	3.5
25	22	bridges24.jpg	bridges	A	15	yes	1.000015	1	0.530061721801758	k	0	3	3.5
25	23	fields15.jpg	fields	B	15	yes	1.000015	1	0.660087823867798	k	0	3	2
25	24	canyons36.jpg	canyons	X	18	no	1.000024	1	0.933226585388184	j	0	3	2
25	25	beaches30.jpg	beaches	A	14	yes	1.000022	1	0.592240571975708	k	0	3	2
25	26	marshes48.jpg	marshes	B	14	no	1.000012	1	0.941267728805542	j	0	3	2
25	27	bridges3.jpg	bridges	A	16	yes	0.999947	1	0.553680181503296	k	0	3	3.5
25	28	fields34.jpg	fields	B	16	yes	0.999963	1	0.595776081085205	k	0	3	5
25	29	deserts5.jpg	deserts	X	18	no	0.999939	1	0.486913919448853	j	0	3	2
25	30	bridges49.jpg	bridges	A	17	yes	1.00004	1	0.511640787124634	k	0	3	3.5
25	31	fields7.jpg	fields	B	17	yes	0.999943	1	0.737977027893066	k	0	3	2
25	32	forests5.jpg	forests	X	16	no	0.99993	1	0.661068916320801	j	0	3	2
25	33	mountains55.jpg	mountains	X	16	no	0.999811	1	0.638802528381348	j	0	3	3.5
25	34	lighthouses40.jpg	lighthouses	X	15	yes	0.999939	1	0.57719874382019	k	0	3	2
25	35	forests25.jpg	forests	X	17	no	0.999942	1	0.559241771697998	j	0	3	5
25	36	parks18.jpg	parks	A	17	yes	0.999944	1	0.531337022781372	k	0	3	3.5
25	37	lakes44.jpg	lakes	B	17	yes	0.999924	1	0.802416563034058	k	0	3	3.5
25	38	waterfalls8.jpg	waterfalls	X	15	no	0.999945	1	0.567508935928345	j	0	3	2
25	39	lighthouses29.jpg	lighthouses	X	16	yes	0.999953	1	0.507536888122559	k	0	3	2
25	40	waterfalls11.jpg	waterfalls	X	16	no	0.999727	1	0.645598649978638	j	0	3	2
25	41	beaches46.jpg	beaches	A	15	yes	0.999931	1	0.535635709762573	k	0	3	3.5
25	42	marshes27.jpg	marshes	B	15	no	0.999921	1	0.72273063659668	j	0	3	5
25	43	mountains11.jpg	mountains	X	17	no	0.99976	1	0.617782831192017	j	0	3	3.5
25	44	forests8.jpg	forests	X	18	no	0.999927	1	0.59288501739502	j	0	3	3.5
25	45	waterfalls49.jpg	waterfalls	X	17	no	0.999938	1	0.621941804885864	j	0	3	3.5
25	46	mountains48.jpg	mountains	X	18	no	0.999963	1	0.615959644317627	j	0	3	3.5
25	47	lighthouses32.jpg	lighthouses	X	17	yes	0.999962	1	0.607087850570679	k	0	3	3.5
25	48	deserts22.jpg	deserts	X	19	no	0.999978	1	0.515162706375122	j	0	3	5
25	49	beaches29.jpg	beaches	A	16	yes	0.999987	1	0.627320766448975	k	0	3	2
25	50	marshes24.jpg	marshes	B	16	no	0.999947	1	0.568299531936646	j	0	3	3.5
25	51	bridges4.jpg	bridges	A	18	yes	0.999974	1	0.694411993026733	k	0	3	2
25	52	fields49.jpg	fields	B	18	yes	0.999947	1	0.502431869506836	k	0	3	5
25	53	lighthouses47.jpg	lighthouses	X	18	yes	0.999926	1	0.410577058792114	k	0	3	3.5
25	54	beaches7.jpg	beaches	A	17	yes	0.999944	1	0.392647743225098	k	0	3	2
25	55	marshes39.jpg	marshes	B	17	no	0.999949	1	0.544692754745483	j	0	3	3.5
25	56	parks25.jpg	parks	A	18	yes	0.99995	1	0.557764768600464	k	0	3	3.5
25	57	lakes20.jpg	lakes	B	18	yes	0.999939	1	0.55381178855896	k	0	3	3.5
25	58	bridges28.jpg	bridges	A	19	yes	0.99994	1	0.607926845550537	k	0	3	5
25	59	fields50.jpg	fields	B	19	yes	0.999935	1	0.463020801544189	k	0	3	3.5
25	60	lighthouses24.jpg	lighthouses	X	19	yes	0.999943	1	0.547097682952881	k	0	3	5
25	61	forests38.jpg	forests	X	19	no	0.999929	1	0.647161960601807	j	0	3	2
25	62	beaches18.jpg	beaches	A	18	yes	0.999945	1	0.539254903793335	k	0	3	2
25	63	marshes34.jpg	marshes	B	18	no	0.999938	1	0.595285892486572	j	0	3	3.5
25	64	canyons45.jpg	canyons	X	19	no	0.999948	1	0.531331062316895	j	0	3	2
25	65	beaches56.jpg	beaches	A	19	yes	0.999967	1	0.668341159820557	k	0	3	3.5
25	66	marshes53.jpg	marshes	B	19	no	0.999926	1	0.870417833328247	j	0	3	3.5
25	67	waterfalls55.jpg	waterfalls	X	18	no	0.999951	1	0.681534051895142	j	0	3	2
25	68	parks54.jpg	parks	A	19	yes	0.999963	1	0.577575922012329	k	0	3	5
25	69	lakes9.jpg	lakes	B	19	yes	0.999945	1	0.588704109191895	k	0	3	3.5
25	70	canyons35.jpg	canyons	X	20	no	0.999924	1	0.831817865371704	j	0	3	3.5
25	71	lighthouses36.jpg	lighthouses	X	20	yes	0.999949	1	0.537853956222534	k	0	3	2
25	72	waterfalls15.jpg	waterfalls	X	19	no	0.999944	1	0.571856737136841	j	0	3	2
25	73	mountains56.jpg	mountains	X	19	no	0.99994	1	0.771976709365845	j	0	3	5
25	74	bridges27.jpg	bridges	A	20	yes	0.999944	1	0.692072868347168	k	0	3	2
25	75	fields14.jpg	fields	B	20	yes	0.999942	1	0.648121118545532	k	0	3	5
25	76	beaches15.jpg	beaches	A	20	yes	0.999967	1	0.589198112487793	k	0	3	3.5
25	77	marshes50.jpg	marshes	B	20	no	0.999944	1	0.540301084518433	j	0	3	2
25	78	mountains2.jpg	mountains	X	20	no	0.99997	1	0.572327136993408	j	0	3	3.5
25	79	parks10.jpg	parks	A	20	yes	0.999949	1	0.516435861587524	k	0	3	3.5
25	80	lakes39.jpg	lakes	B	20	yes	0.999935	1	0.60647988319397	k	0	3	5
25	81	waterfalls45.jpg	waterfalls	X	20	no	0.999932	1	0.775579929351807	j	0	3	5
25	82	forests30.jpg	forests	X	20	no	0.999932	1	0.566684007644653	j	0	3	2
25	83	deserts36.jpg	deserts	X	20	no	0.999929	1	0.56471586227417	j	0	3	3.5
25	0	lighthouses50.jpg	lighthouses	X	21	yes	0.999989	1	0.655546426773071	k	0	4	3.5
25	1	deserts14.jpg	deserts	X	21	no	0.99994	1	0.636851787567139	j	0	4	5
25	2	waterfalls35.jpg	waterfalls	X	21	no	0.999945	1	0.634082078933716	j	0	4	5
25	3	forests9.jpg	forests	X	21	no	0.999934	1	0.556166172027588	j	0	4	5
25	4	beaches38.jpg	beaches	A	21	yes	0.999916	1	0.591243743896484	k	0	4	3.5
25	5	marshes38.jpg	marshes	B	21	no	0.999956	1	0.618310213088989	j	0	4	2
25	6	mountains9.jpg	mountains	X	21	no	0.999956	1	0.62440824508667	j	0	4	3.5
25	7	forests47.jpg	forests	X	22	no	0.99993	1	0.655570030212402	j	0	4	2
25	8	parks53.jpg	parks	A	21	yes	0.999924	1	0.755533933639526	k	0	4	3.5
25	9	lakes32.jpg	lakes	B	21	yes	0.999891	1	0.623605012893677	k	0	4	2
25	10	deserts4.jpg	deserts	X	22	no	1.000005	1	0.577630758285522	j	0	4	3.5
25	11	parks50.jpg	parks	A	22	yes	0.99996	1	0.615697145462036	k	0	4	2
25	12	lakes29.jpg	lakes	B	22	yes	0.99994	1	0.69707989692688	k	0	4	3.5
25	13	waterfalls30.jpg	waterfalls	X	22	no	0.999943	1	0.692790985107422	j	0	4	2
25	14	canyons43.jpg	canyons	X	21	no	0.999951	1	0.589866876602173	j	0	4	3.5
25	15	mountains18.jpg	mountains	X	22	no	0.999898	1	0.474958658218384	j	0	4	3.5
25	16	lighthouses52.jpg	lighthouses	X	22	yes	0.999928	0	0.798059940338135	j	0	4	3.5
25	17	waterfalls56.jpg	waterfalls	X	23	no	0.999927	1	0.574132204055786	j	0	4	2
25	18	forests31.jpg	forests	X	23	no	0.999889	1	0.526149749755859	j	0	4	2
25	19	waterfalls23.jpg	waterfalls	X	24	no	0.999936	1	0.534196615219116	j	0	4	5
25	20	lighthouses7.jpg	lighthouses	X	23	yes	0.999944	1	0.570281028747559	k	0	4	3.5
25	21	canyons15.jpg	canyons	X	22	no	0.999913	1	0.644376754760742	j	0	4	5
25	22	forests35.jpg	forests	X	24	no	0.999922	1	0.569493055343628	j	0	4	5
25	23	lighthouses34.jpg	lighthouses	X	24	yes	0.999965	1	0.550607919692993	k	0	4	3.5
25	24	beaches31.jpg	beaches	A	22	yes	0.999899	1	0.646692752838135	k	0	4	3.5
25	25	marshes6.jpg	marshes	B	22	no	0.999909	1	0.892717599868774	j	0	4	2
25	26	bridges43.jpg	bridges	A	21	yes	0.99993	1	0.668766021728516	k	0	4	2
25	27	fields9.jpg	fields	B	21	yes	0.99994	1	0.572829246520996	k	0	4	5
25	28	canyons16.jpg	canyons	X	23	no	0.999936	1	0.849932909011841	j	0	4	2
25	29	deserts40.jpg	deserts	X	23	no	0.999929	1	0.610978603363037	j	0	4	5
25	30	canyons19.jpg	canyons	X	24	no	0.999937	1	0.562072038650513	j	0	4	2
25	31	forests19.jpg	forests	X	25	no	0.999938	1	0.511149883270264	j	0	4	2
25	32	canyons33.jpg	canyons	X	25	no	0.999933	1	0.573185920715332	j	0	4	3.5
25	33	lighthouses12.jpg	lighthouses	X	25	yes	0.9999	1	0.527293682098389	k	0	4	3.5
25	34	bridges19.jpg	bridges	A	22	yes	0.999964	1	0.480355739593506	k	0	4	2
25	35	fields18.jpg	fields	B	22	yes	0.999914	1	0.678461074829102	k	0	4	3.5
25	36	parks36.jpg	parks	A	23	yes	0.999807	1	0.764433860778809	k	0	4	5
25	37	lakes35.jpg	lakes	B	23	yes	0.999926	1	0.620491981506348	k	0	4	3.5
25	38	mountains30.jpg	mountains	X	23	no	0.999926	1	0.664644956588745	j	0	4	2
25	39	bridges40.jpg	bridges	A	23	yes	0.999701	1	0.650687217712402	k	0	4	5
25	40	fields55.jpg	fields	B	23	yes	0.999912	1	0.503820896148682	k	0	4	2
25	41	beaches1.jpg	beaches	A	23	yes	0.999927	1	0.455874919891357	k	0	4	3.5
25	42	marshes43.jpg	marshes	B	23	no	0.999944	1	0.808945655822754	j	0	4	2
25	43	mountains20.jpg	mountains	X	24	no	0.999906	1	0.807990789413452	j	0	4	5
25	44	canyons40.jpg	canyons	X	26	no	0.999926	1	0.620105028152466	j	0	4	2
25	45	deserts33.jpg	deserts	X	24	no	0.999941	1	0.826138019561768	j	0	4	2
25	46	forests54.jpg	forests	X	26	no	0.99996	1	0.697457790374756	j	0	4	5
25	47	bridges10.jpg	bridges	A	24	yes	0.999954	1	0.468193292617798	k	0	4	3.5
